gi,hist_type,hist_var,taxid,curated
548455614,H1,generic_H1,9925,False
676245092,H1,generic_H1,100784,False
700205672,H1,generic_H1,3659,False
90704789,H1,generic_H1,3369,False
803029620,H1,generic_H1,9940,False
803029622,H1,generic_H1,9940,False
803221232,H1,generic_H1,9938,False
803221234,H1,generic_H1,9938,False
803221236,H1,generic_H1,9938,False
803221238,H1,generic_H1,9938,False
803221240,H1,generic_H1,9938,False
442571764,H1,generic_H1,153962,False
584080520,H1,generic_H1,225400,False
556722532,H1,generic_H1,59538,False
363805640,H1,generic_H1,208194,False
507934794,H1,generic_H1,143302,False
545833996,H1,generic_H1,9823,False
677297339,H1,generic_H1,57068,False
471378842,H1,generic_H1,127582,False
586463552,H1,generic_H1,185453,False
512976983,H1,generic_H1,10181,False
512976985,H1,generic_H1,10181,False
512976987,H1,generic_H1,10181,False
861450421,H1,generic_H1,10181,False
269972512,H1,generic_H1,7217,False
803029618,H1,generic_H1,9940,False
803221230,H1,generic_H1,9938,False
471378840,H1,generic_H1,127582,False
902228895,H1,generic_H1,3562,False
511833380,H1,generic_H1,9669,False
859758082,H1,generic_H1,9669,False
586539413,H1,generic_H1,9402,False
661897453,H1,generic_H1,49390,False
32966575,H1,generic_H1,3880,False
657379489,H1,generic_H1,3880,False
5230785,H1,generic_H1,4565,False
657992852,H1,generic_H1,3750,False
554529913,H1,generic_H1,109478,False
528940855,H1,generic_H1,9913,False
741918307,H1,generic_H1,9913,False
859758076,H1,generic_H1,9669,False
586463550,H1,generic_H1,185453,False
291226629,H1,generic_H1,10224,False
743723607,H1,generic_H1,9837,False
442571766,H1,generic_H1,153962,False
590716331,H1,generic_H1,3641,False
508702655,H1,generic_H1,3641,False
565474242,H1,generic_H1,81985,False
482563470,H1,generic_H1,81985,False
759112466,H1,generic_H1,132908,False
759112469,H1,generic_H1,132908,False
365758013,H1,ScH1,1095631,False
148681300,H1,generic_H1,10090,False
115495625,H1,generic_H1,9913,False
528940849,H1,generic_H1,9913,False
528940851,H1,generic_H1,9913,False
528940853,H1,generic_H1,9913,False
122132375,H1,generic_H1,9913,False
115304844,H1,generic_H1,9913,False
296489978,H1,generic_H1,9913,False
426222026,H1,generic_H1,9940,False
803029615,H1,generic_H1,9940,False
803221222,H1,generic_H1,9938,False
803221224,H1,generic_H1,9938,False
803221226,H1,generic_H1,9938,False
803221228,H1,generic_H1,9938,False
442571768,H1,generic_H1,153962,False
558148840,H1,generic_H1,59463,False
512976977,H1,generic_H1,10181,False
512976979,H1,generic_H1,10181,False
564245259,H1,generic_H1,8496,False
584080518,H1,generic_H1,225400,False
148681306,H1,generic_H1,10090,False
511833378,H1,generic_H1,9669,False
733583591,H1,generic_H1,512756,False
225463948,H1,generic_H1,29760,False
594035280,H1,generic_H1,89462,False
727476846,H1,generic_H1,90675,False
641714089,H1,generic_H1,29078,False
502115116,H1,generic_H1,3827,False
594035276,H1,generic_H1,89462,False
594035278,H1,generic_H1,89462,False
30024108,H1,generic_H1,71647,False
560948443,H1,generic_H1,30538,False
685827412,H1,generic_H1,34506,False
562831544,H1,generic_H1,246437,False
674060343,H1,generic_H1,1026970,False
674060345,H1,generic_H1,1026970,False
268581587,H1,generic_H1,6238,False
187033377,H1,generic_H1,6238,False
590642509,H1,generic_H1,3641,False
508719142,H1,generic_H1,3641,False
401841750,H1,ScH1,226230,False
835885407,H1,generic_H1,106582,False
591314806,H1,generic_H1,74533,False
641849640,H1,generic_H1,2711,False
115470923,H1,generic_H1,39947,False
25553627,H1,generic_H1,39947,False
113610596,H1,generic_H1,39947,False
215704459,H1,generic_H1,39947,False
215734932,H1,generic_H1,39947,False
215741097,H1,generic_H1,39947,False
215765329,H1,generic_H1,39947,False
321478048,H1,generic_H1,6669,False
861450402,H1,generic_H1,10181,False
470237212,H1,generic_H1,261658,False
328865469,H1,generic_H1,261658,False
30420974,H1,generic_H1,41258,False
356500131,H1,generic_H1,3847,False
560924323,H1,generic_H1,419612,False
743723605,H1,generic_H1,9837,False
744563724,H1,generic_H1,9838,False
550821966,H1,generic_H1,10090,False
171543871,H1,generic_H1,10090,False
568930626,H1,generic_H1,10090,False
568930628,H1,generic_H1,10090,False
26335613,H1,generic_H1,10090,False
512976967,H1,generic_H1,10181,False
512976969,H1,generic_H1,10181,False
861450394,H1,generic_H1,10181,False
861450399,H1,generic_H1,10181,False
478502844,H1,generic_H1,73337,False
591314800,H1,generic_H1,74533,False
591314802,H1,generic_H1,74533,False
591314804,H1,generic_H1,74533,False
657552973,H1,generic_H1,144197,False
755753255,H1,generic_H1,9685,False
527200459,H1,generic_H1,192259,False
550821975,H1,generic_H1,10090,False
671004037,H1,generic_H1,29073,False
671004039,H1,generic_H1,29073,False
224123460,H1,generic_H1,3694,False
222857459,H1,generic_H1,3694,False
727456819,H1,generic_H1,90675,False
413932785,H1,generic_H1,4577,False
74141709,H1,generic_H1,10090,False
545208663,H1,generic_H1,9796,False
664764229,H1,generic_H1,9798,False
171543869,H1,generic_H1,10090,False
171846285,H1,generic_H1,10090,False
550821838,H1,generic_H1,10090,False
568930624,H1,generic_H1,10090,False
123783231,H1,generic_H1,10090,False
74146693,H1,generic_H1,10090,False
847011865,H1,generic_H1,51337,False
460404357,H1,generic_H1,4081,False
46237494,H1,generic_H1,3888,False
149694301,H1,generic_H1,9796,False
545208658,H1,generic_H1,9796,False
545208661,H1,generic_H1,9796,False
664764223,H1,generic_H1,9798,False
664764225,H1,generic_H1,9798,False
664764227,H1,generic_H1,9798,False
74145446,H1,generic_H1,10090,False
698566283,H1,generic_H1,4096,False
586994491,H1,generic_H1,9685,False
593688405,H1,generic_H1,3885,False
561018027,H1,generic_H1,3885,False
224286899,H1,generic_H1,3332,False
823147815,H1,generic_H1,29730,False
763755593,H1,generic_H1,29730,False
148681299,H1,generic_H1,10090,False
148681302,H1,generic_H1,10090,False
148681304,H1,generic_H1,10090,False
148681305,H1,generic_H1,10090,False
13540399,H1,generic_H1,3860,False
13540397,H1,generic_H1,3860,False
363805642,H1,generic_H1,208194,False
790929,H1,generic_H1,4097,False
566184276,H1,generic_H1,3694,False
550333196,H1,generic_H1,3694,False
12836501,H1,generic_H1,10090,False
667248127,H1,generic_H1,482537,False
723546956,H1,generic_H1,100784,False
502109904,H1,generic_H1,3827,False
802581533,H1,generic_H1,180498,False
802581535,H1,generic_H1,180498,False
643733334,H1,generic_H1,180498,False
363806029,H1,generic_H1,47742,False
357111330,H1,generic_H1,15368,False
568930622,H1,generic_H1,10090,False
125557479,H1,generic_H1,39946,False
363805973,H1,generic_H1,47742,False
743888800,H1,generic_H1,75702,False
363805945,H1,generic_H1,47742,False
363805989,H1,generic_H1,47742,False
363805933,H1,generic_H1,51020,False
363805981,H1,generic_H1,51020,False
363805995,H1,generic_H1,51020,False
363806021,H1,generic_H1,51020,False
363806025,H1,generic_H1,51020,False
667248130,H1,generic_H1,482537,False
847011857,H1,generic_H1,51337,False
363806041,H1,generic_H1,47742,False
363806095,H1,generic_H1,47742,False
363805939,H1,generic_H1,47742,False
323302718,H1,ScH1,764102,False
291399358,H1,generic_H1,9986,False
507547572,H1,generic_H1,51337,False
695022508,H1,generic_H1,214687,False
363805953,H1,generic_H1,47742,False
363805977,H1,generic_H1,51020,False
294460415,H1,generic_H1,3332,False
46237496,H1,generic_H1,3888,False
363805935,H1,generic_H1,47742,False
363805947,H1,generic_H1,47742,False
363805949,H1,generic_H1,208194,False
363806031,H1,generic_H1,47742,False
363806039,H1,generic_H1,47742,False
363806053,H1,generic_H1,208194,False
13540403,H1,generic_H1,3864,False
795658647,H1,generic_H1,9545,False
731389488,H1,generic_H1,29760,False
363806055,H1,generic_H1,3888,False
402853268,H1,generic_H1,9555,False
795185244,H1,generic_H1,9568,False
383872711,H1,generic_H1,9544,False
402853266,H1,generic_H1,9555,False
544408483,H1,generic_H1,9541,False
544408485,H1,generic_H1,9541,False
685512813,H1,generic_H1,9555,False
685512815,H1,generic_H1,9555,False
685512818,H1,generic_H1,9555,False
724828377,H1,generic_H1,61622,False
768868408,H1,ScH1,1294305,False
589936352,H1,OO_H1.8,230844,False
589936354,H1,OO_H1.8,230844,False
589936356,H1,OO_H1.8,230844,False
363805941,H1,generic_H1,47742,False
363805987,H1,generic_H1,47742,False
749730579,H1,generic_H1,669202,False
28301619,H1,generic_H1,3888,False
363805957,H1,generic_H1,47742,False
363805961,H1,generic_H1,1265539,False
363806027,H1,generic_H1,47742,False
363806035,H1,generic_H1,47742,False
363806037,H1,generic_H1,47742,False
363806043,H1,generic_H1,198035,False
363806049,H1,generic_H1,334824,False
363806051,H1,generic_H1,47742,False
617652465,H1,OO_H1.8,9365,False
355557635,H1,generic_H1,9544,False
144226136,H1,generic_H1,40366,False
918730185,H1,ScH1,1080349,False
565371041,H1,generic_H1,4113,False
363806003,H1,generic_H1,47742,False
363806009,H1,generic_H1,47742,False
363806011,H1,generic_H1,47742,False
363805993,H1,generic_H1,47742,False
363806001,H1,generic_H1,47742,False
363805937,H1,generic_H1,208194,False
363805967,H1,generic_H1,47742,False
363805991,H1,generic_H1,208194,False
363806047,H1,generic_H1,47742,False
363805985,H1,generic_H1,47742,False
573908731,H1,generic_H1,7918,False
695043070,H1,generic_H1,214687,False
731220252,H1,generic_H1,885580,False
847011862,H1,generic_H1,51337,False
363805931,H1,generic_H1,198035,False
363805955,H1,generic_H1,198035,False
363805969,H1,generic_H1,198035,False
363806015,H1,generic_H1,198035,False
363805999,H1,generic_H1,47742,False
674909122,H1,generic_H1,3708,False
568930618,H1,generic_H1,10090,False
918614983,H1,generic_H1,34839,False
358248444,H1,generic_H1,3847,False
255642393,H1,generic_H1,3847,False
363805959,H1,generic_H1,47742,False
363805997,H1,generic_H1,47742,False
363806005,H1,generic_H1,47742,False
363806013,H1,generic_H1,47742,False
363806045,H1,generic_H1,47742,False
225437255,H1,generic_H1,29760,False
363806057,H1,generic_H1,208194,False
363806059,H1,generic_H1,208194,False
363805963,H1,generic_H1,1265539,False
363806007,H1,generic_H1,47742,False
470595803,H1,generic_H1,9739,False
1708096,H1,ScH1,559292,False
1244786,H1,ScH1,4932,False
190407831,H1,ScH1,285006,False
256274219,H1,ScH1,574961,False
285815414,H1,ScH1,559292,False
349581690,H1,ScH1,721032,False
365762775,H1,ScH1,1095631,False
392295882,H1,ScH1,889517,False
584365570,H1,ScH1,1182966,False
584368457,H1,ScH1,1182968,False
628229968,H1,ScH1,1294331,False
768510365,H1,ScH1,1294382,False
768511730,H1,ScH1,1294386,False
768512664,H1,ScH1,1294303,False
768518932,H1,ScH1,1294323,False
768519371,H1,ScH1,1294324,False
768520069,H1,ScH1,1294326,False
768520504,H1,ScH1,1294327,False
768521196,H1,ScH1,1294329,False
768521887,H1,ScH1,1294332,False
768810532,H1,ScH1,1293430,False
768862965,H1,ScH1,1294377,False
768863403,H1,ScH1,1294378,False
768863843,H1,ScH1,1294379,False
768864285,H1,ScH1,1294380,False
768864722,H1,ScH1,1294381,False
768865426,H1,ScH1,1294383,False
768866136,H1,ScH1,1294385,False
768866840,H1,ScH1,1294387,False
768867277,H1,ScH1,1294388,False
768868840,H1,ScH1,1294306,False
768869285,H1,ScH1,1294307,False
768869726,H1,ScH1,1294308,False
768870164,H1,ScH1,1294309,False
768871038,H1,ScH1,468558,False
768871482,H1,ScH1,947044,False
768871906,H1,ScH1,1294310,False
768872335,H1,ScH1,1294354,False
768872775,H1,ScH1,1294355,False
768873213,H1,ScH1,1294356,False
768873649,H1,ScH1,1294357,False
768874066,H1,ScH1,1294358,False
768874937,H1,ScH1,1294360,False
768875375,H1,ScH1,1294361,False
768875813,H1,ScH1,1294362,False
768876247,H1,ScH1,1294363,False
768877120,H1,ScH1,1294365,False
768877560,H1,ScH1,1294366,False
768877999,H1,ScH1,1294367,False
768878441,H1,ScH1,1294368,False
768878877,H1,ScH1,1294369,False
768879312,H1,ScH1,1294370,False
768879746,H1,ScH1,1294371,False
768880187,H1,ScH1,1294372,False
768880617,H1,ScH1,1294373,False
768881052,H1,ScH1,1294374,False
768881925,H1,ScH1,1294376,False
768882361,H1,ScH1,1292971,False
768883070,H1,ScH1,1294333,False
768883515,H1,ScH1,1294334,False
768883956,H1,ScH1,1294335,False
768884399,H1,ScH1,1294336,False
768884840,H1,ScH1,1294337,False
768885261,H1,ScH1,1294338,False
768885701,H1,ScH1,1294339,False
768886145,H1,ScH1,1294340,False
768886576,H1,ScH1,1294341,False
768886991,H1,ScH1,1294342,False
768887430,H1,ScH1,1294343,False
768887871,H1,ScH1,1294344,False
768888310,H1,ScH1,1294345,False
768888748,H1,ScH1,1294346,False
768889171,H1,ScH1,1294347,False
768889618,H1,ScH1,1294348,False
768890058,H1,ScH1,1294349,False
768890499,H1,ScH1,1294350,False
768890935,H1,ScH1,1294351,False
768891783,H1,ScH1,1294353,False
768892220,H1,ScH1,502869,False
768892663,H1,ScH1,1294311,False
768893099,H1,ScH1,1294312,False
768893544,H1,ScH1,1294313,False
768894853,H1,ScH1,1294316,False
768895296,H1,ScH1,1294317,False
768896168,H1,ScH1,1294319,False
768896608,H1,ScH1,1294320,False
768897050,H1,ScH1,1294321,False
768897457,H1,ScH1,1294322,False
768898377,H1,ScH1,1294325,False
768899343,H1,ScH1,1294328,False
768900055,H1,ScH1,1294330,False
151942671,H1,ScH1,307796,False
768870599,H1,ScH1,947042,False
768893971,H1,ScH1,1294314,False
768894411,H1,ScH1,1294315,False
823147817,H1,generic_H1,29730,False
763755595,H1,generic_H1,29730,False
148681303,H1,generic_H1,10090,False
768881490,H1,ScH1,1294375,False
758093522,H1,generic_H1,47742,False
758093526,H1,generic_H1,47742,False
758093529,H1,generic_H1,47742,False
758093531,H1,generic_H1,47742,False
758093533,H1,generic_H1,47742,False
758093535,H1,generic_H1,47742,False
758093539,H1,generic_H1,47742,False
758093544,H1,generic_H1,47742,False
758093548,H1,generic_H1,47742,False
758093552,H1,generic_H1,47742,False
758093556,H1,generic_H1,47742,False
758093560,H1,generic_H1,47742,False
758093568,H1,generic_H1,47742,False
758093572,H1,generic_H1,47742,False
758093576,H1,generic_H1,47742,False
758093580,H1,generic_H1,47742,False
758093585,H1,generic_H1,47742,False
758093589,H1,generic_H1,47742,False
685827413,H1,generic_H1,34506,False
545492022,H1,generic_H1,9615,False
29469895,H1,generic_H1,3888,False
768876682,H1,ScH1,1294364,False
697135342,H1,generic_H1,4098,False
821077890,H1,generic_H1,1214573,False
589936350,H1,OO_H1.8,230844,False
768891367,H1,ScH1,1294352,False
363806019,H1,generic_H1,47742,False
363806033,H1,generic_H1,47742,False
366991475,H1,ScH1,1064592,False
342301368,H1,ScH1,1064592,False
554863012,H1,generic_H1,8153,False
545492025,H1,generic_H1,9615,False
301118955,H1,generic_H1,403677,False
262105717,H1,generic_H1,403677,False
671004041,H1,generic_H1,29073,False
550822234,H1,generic_H1,10090,False
26389809,H1,generic_H1,10090,False
675175693,H1,generic_H1,761204,False
567946518,H1,generic_H1,4792,False
567975216,H1,generic_H1,4792,False
568034593,H1,generic_H1,4792,False
568102470,H1,generic_H1,761204,False
570312739,H1,generic_H1,1317066,False
570936560,H1,generic_H1,1317063,False
570966839,H1,generic_H1,1317064,False
226372552,H1,generic_H1,8400,False
761521565,H1,ScH1,1296266,False
584391646,H1,generic_H1,1382522,False
768874493,H1,ScH1,1294359,False
743890199,H1,generic_H1,51953,False
363805951,H1,generic_H1,47742,False
742142645,H1,generic_H1,8010,False
348507501,H1,generic_H1,8128,False
566011786,H1,generic_H1,1317065,False
568004670,H1,generic_H1,4792,False
356535183,H1,generic_H1,3847,False
768511055,H1,ScH1,1294384,False
768867986,H1,ScH1,1294304,False
768895730,H1,ScH1,1294318,False
73950269,H1,generic_H1,9615,False
852731315,H1,generic_H1,10020,False
589936346,H1,OO_H1.8,230844,False
589936348,H1,OO_H1.8,230844,False
727593589,H1,generic_H1,90675,False
363805983,H1,generic_H1,51020,False
528494829,H1,generic_H1,7955,False
568930620,H1,generic_H1,10090,False
269972514,H1,generic_H1,7217,False
269972522,H1,generic_H1,7217,False
640790240,H1,generic_H1,9478,False
545492016,H1,generic_H1,9615,False
545492018,H1,generic_H1,9615,False
545492020,H1,generic_H1,9615,False
795125432,H1,generic_H1,336983,False
552919555,H1,generic_H1,747089,False
829786146,H1,generic_H1,30608,False
829786151,H1,generic_H1,30608,False
829786155,H1,generic_H1,30608,False
829786159,H1,generic_H1,30608,False
829786163,H1,generic_H1,30608,False
765121537,H1,generic_H1,8090,False
269972506,H1,generic_H1,7217,False
269972516,H1,generic_H1,7217,False
269972518,H1,generic_H1,7217,False
269972524,H1,generic_H1,7217,False
694375741,H1,generic_H1,225117,False
694421886,H1,generic_H1,225117,False
634899141,H1,generic_H1,1230840,False
367009234,H1,ScH1,4950,False
359746775,H1,ScH1,4950,False
725553621,H1,generic_H1,39432,False
731220254,H1,generic_H1,885580,False
731220256,H1,generic_H1,885580,False
472384774,H1,generic_H1,9708,False
823428359,H1,generic_H1,9708,False
672826638,H1,H1.0,1069443,False
583976112,H1,generic_H1,32507,False
115842562,H1,generic_H1,7668,False
472384772,H1,generic_H1,9708,False
663443088,H1,ScH1,36022,False
817338647,H1,generic_H1,37293,False
125546057,H1,generic_H1,39946,False
194745204,H1,generic_H1,7217,False
190628115,H1,generic_H1,7217,False
269972508,H1,generic_H1,7217,False
269972510,H1,generic_H1,7217,False
269972520,H1,generic_H1,7217,False
355744993,H1,generic_H1,9541,False
695024327,H1,generic_H1,214687,False
242003152,H1,generic_H1,121224,False
212505431,H1,generic_H1,121224,False
640790242,H1,generic_H1,9478,False
731220250,H1,generic_H1,885580,False
548414762,H1,generic_H1,303518,False
681100318,H1,generic_H1,515849,False
765119324,H1,generic_H1,8090,False
363805965,H1,generic_H1,51020,False
752432707,H1,generic_H1,9646,False
363806023,H1,generic_H1,47742,False
56676330,H1,generic_H1,9606,False
114554470,H1,generic_H1,9598,False
530361109,H1,generic_H1,9606,False
530361111,H1,generic_H1,9606,False
530361113,H1,generic_H1,9606,False
530361115,H1,generic_H1,9606,False
675727511,H1,generic_H1,9597,False
675727513,H1,generic_H1,9597,False
74743691,H1,generic_H1,9606,False
119615359,H1,generic_H1,9606,False
193785725,H1,generic_H1,9606,False
754402344,H1,generic_H1,1041607,False
406602054,H1,generic_H1,1041607,False
315013546,H1,generic_H1,7955,False
829786133,H1,generic_H1,30608,False
829786137,H1,generic_H1,30608,False
829786142,H1,generic_H1,30608,False
242074068,H1,generic_H1,4558,False
241938153,H1,generic_H1,4558,False
823188903,H1,generic_H1,29730,False
763775099,H1,generic_H1,29730,False
565370039,H1,generic_H1,4113,False
530361117,H1,generic_H1,9606,False
675727517,H1,generic_H1,9597,False
675727521,H1,generic_H1,9597,False
694883838,H1,generic_H1,9598,False
767904518,H1,generic_H1,9606,False
767904520,H1,generic_H1,9606,False
767904522,H1,generic_H1,9606,False
684379930,H1,generic_H1,6198,False
663053821,H1,generic_H1,6198,False
444316218,H1,ScH1,1071380,False
387511806,H1,ScH1,1071380,False
296206935,H1,generic_H1,9483,False
675668463,H1,generic_H1,9483,False
675668465,H1,generic_H1,9483,False
162458888,H1,generic_H1,4577,False
22135471,H1,generic_H1,4577,False
194707410,H1,generic_H1,4577,False
195605224,H1,generic_H1,4577,False
195625750,H1,generic_H1,4577,False
195634631,H1,generic_H1,4577,False
414585811,H1,generic_H1,4577,False
414585812,H1,generic_H1,4577,False
731220248,H1,generic_H1,885580,False
149024363,H1,OO_H1.8,10116,False
566172986,H1,generic_H1,3694,False
550339644,H1,generic_H1,3694,False
625217075,H1,OO_H1.8,10029,False
6681423,H1,generic_H1,4097,False
296206937,H1,generic_H1,9483,False
675668457,H1,generic_H1,9483,False
675668459,H1,generic_H1,9483,False
158255940,H1,generic_H1,9606,False
297737166,H1,generic_H1,29760,False
190691847,H1,generic_H1,32630,False
528066040,H1,generic_H1,51020,False
817338652,H1,generic_H1,37293,False
817338655,H1,generic_H1,37293,False
557282786,H1,generic_H1,38654,False
823428356,H1,generic_H1,9708,False
672826637,H1,H1.0,1069443,False
901822104,H1,generic_H1,29655,False
195620176,H1,generic_H1,4577,False
302832227,H1,generic_H1,3068,False
585238,H1,generic_H1,3067,False
349585,H1,generic_H1,3067,False
300267026,H1,generic_H1,3068,False
640790236,H1,generic_H1,9478,False
640790238,H1,generic_H1,9478,False
227206250,H1,generic_H1,3702,False
537218768,H1,generic_H1,10029,False
115455945,H1,generic_H1,39947,False
28209501,H1,generic_H1,39947,False
108711572,H1,generic_H1,39947,False
113550044,H1,generic_H1,39947,False
125588261,H1,generic_H1,39947,False
215708730,H1,generic_H1,39947,False
625217073,H1,OO_H1.8,10029,False
734358092,H1,generic_H1,3848,False
761978222,H1,generic_H1,145388,False
255642169,H1,generic_H1,3847,False
115457440,H1,generic_H1,39947,False
113563891,H1,generic_H1,39947,False
149024361,H1,OO_H1.8,10116,False
149024364,H1,OO_H1.8,10116,False
149024369,H1,OO_H1.8,10116,False
395821076,H1,generic_H1,30611,False
565372335,H1,generic_H1,4113,False
768962964,H1,generic_H1,31033,False
296411551,H1,generic_H1,656061,False
295629278,H1,generic_H1,39416,False
363805975,H1,generic_H1,51020,False
551511649,H1,generic_H1,8083,False
301785459,H1,generic_H1,9646,False
764639018,H1,generic_H1,101020,False
634834297,H1,generic_H1,1230840,False
21465093,H1,generic_H1,3854,False
835893063,H1,generic_H1,644358,False
823683796,H1,generic_H1,4081,False
585241,H1,generic_H1,4081,False
424100,H1,generic_H1,4081,False
297666148,H1,generic_H1,9601,False
326495840,H1,generic_H1,112509,False
326520894,H1,generic_H1,112509,False
743858874,H1,generic_H1,75702,False
149024366,H1,OO_H1.8,10116,False
149024367,H1,OO_H1.8,10116,False
40018592,H1,OO_H1.8,10116,False
81885307,H1,OO_H1.8,10116,False
38197414,H1,OO_H1.8,10116,False
149024362,H1,OO_H1.8,10116,False
149024365,H1,OO_H1.8,10116,False
149024368,H1,OO_H1.8,10116,False
149024370,H1,OO_H1.8,10116,False
449434180,H1,generic_H1,3659,False
700193695,H1,generic_H1,3659,False
410919617,H1,generic_H1,31033,False
403217734,H1,ScH1,1071383,False
555986828,H1,generic_H1,72004,False
695382889,H1,generic_H1,67593,False
348690452,H1,generic_H1,67593,False
641852270,H1,generic_H1,2711,False
695019973,H1,generic_H1,214687,False
873235065,H1,generic_H1,1169540,False
704552638,H1,OO_H1.8,54374,False
567865799,H1,generic_H1,85681,False
568825096,H1,generic_H1,2711,False
557527512,H1,generic_H1,85681,False
363805943,H1,generic_H1,51020,False
118482152,H1,generic_H1,3694,False
294461849,H1,generic_H1,3332,False
585685271,H1,generic_H1,10224,False
156397020,H1,generic_H1,45351,False
156224804,H1,generic_H1,45351,False
254583804,H1,ScH1,4956,False
238940363,H1,ScH1,4956,False
297743945,H1,generic_H1,29760,False
147822817,H1,generic_H1,29760,False
848849744,H1,generic_H1,4155,False
604348340,H1,generic_H1,4155,False
354495899,H1,OO_H1.8,10029,False
625269030,H1,OO_H1.8,10029,False
344256552,H1,OO_H1.8,10029,False
15281594,H1,generic_H1,167482,False
309360781,H1,generic_H1,6238,False
593741573,H1,OO_H1.8,9755,False
821034607,H1,generic_H1,61853,False
147780787,H1,generic_H1,29760,False
703163539,H1,generic_H1,981085,False
587949180,H1,generic_H1,981085,False
363805979,H1,generic_H1,51020,False
734612936,H1,generic_H1,215358,False
808887229,H1,generic_H1,215358,False
215707123,H1,generic_H1,39947,False
545355858,H1,generic_H1,574566,False
384245666,H1,generic_H1,574566,False
585685267,H1,generic_H1,10224,False
363805971,H1,generic_H1,51020,False
823191797,H1,generic_H1,29730,False
763776244,H1,generic_H1,29730,False
514803342,H1,generic_H1,4555,False
357483705,H1,generic_H1,3880,False
355513474,H1,generic_H1,3880,False
827073504,H1,generic_H1,645133,False
310799272,H1,generic_H1,645133,False
597840282,H1,generic_H1,53326,False
734358347,H1,generic_H1,3848,False
470107147,H1,generic_H1,101020,False
242043148,H1,generic_H1,4558,False
241922822,H1,generic_H1,4558,False
224066295,H1,generic_H1,3694,False
222843795,H1,generic_H1,3694,False
659080456,H1,generic_H1,3656,False
821068094,H1,generic_H1,158046,False
168024914,H1,generic_H1,3218,False
162683789,H1,generic_H1,3218,False
194384398,H1,generic_H1,9606,False
617355813,H1,generic_H1,48698,False
573938947,H1,generic_H1,4533,False
831215897,H1,generic_H1,30611,False
831215899,H1,generic_H1,30611,False
32489126,H1,generic_H1,39947,False
116309022,H1,generic_H1,39946,False
125547467,H1,generic_H1,39946,False
125589634,H1,generic_H1,39947,False
299471781,H1,generic_H1,2880,False
657782881,H1,generic_H1,244447,False
385724513,H1,generic_H1,214697,False
225437487,H1,generic_H1,29760,False
308480264,H1,generic_H1,31234,False
308262005,H1,generic_H1,31234,False
365986897,H1,ScH1,1071378,False
343769050,H1,ScH1,1071378,False
671684869,H1,H1.0,572092,False
743888804,H1,generic_H1,75702,False
755867872,H1,generic_H1,7370,False
743839780,H1,generic_H1,75702,False
542185657,H1,generic_H1,8128,False
224111042,H1,generic_H1,3694,False
118483263,H1,generic_H1,3694,False
222864767,H1,generic_H1,3694,False
496211494,H1,generic_H1,7237,False
496211502,H1,generic_H1,7237,False
720025330,H1,generic_H1,4432,False
820114095,H1,generic_H1,113540,False
597840283,H1,generic_H1,53326,False
642132391,H1,generic_H1,8022,False
676278539,H1,generic_H1,885580,False
808872262,H1,generic_H1,215358,False
672820488,H1,H1.0,1069443,False
658850759,H1,generic_H1,8081,False
496211496,H1,generic_H1,7237,False
734612934,H1,generic_H1,215358,False
498970953,H1,generic_H1,106582,False
554814225,H1,generic_H1,8153,False
505780067,H1,generic_H1,42254,False
17558328,H1,generic_H1,6239,False
54035965,H1,generic_H1,6239,False
2183289,H1,generic_H1,6239,False
3874541,H1,generic_H1,6239,False
583975155,H1,generic_H1,32507,False
576036676,H1,generic_H1,759272,False
340966685,H1,generic_H1,759272,False
496211506,H1,generic_H1,7237,False
30420972,H1,generic_H1,3910,False
255070917,H1,generic_H1,296587,False
255070919,H1,generic_H1,296587,False
226522815,H1,generic_H1,296587,False
226522816,H1,generic_H1,296587,False
528523444,H1,generic_H1,7955,False
686585450,H1,OO_H1.8,9233,False
666402788,H1,ScH1,1280523,False
667518931,H1,ScH1,1280524,False
496211482,H1,generic_H1,7237,False
496211488,H1,generic_H1,7237,False
682380491,H1,generic_H1,1420909,False
682422269,H1,generic_H1,1420911,False
582958432,H1,generic_H1,1043628,False
269972991,H1,generic_H1,60715,False
573886356,H1,generic_H1,7918,False
496211484,H1,generic_H1,7237,False
496211492,H1,generic_H1,7237,False
496211504,H1,generic_H1,7237,False
496211490,H1,generic_H1,7237,False
496211498,H1,generic_H1,7237,False
397629968,H1,H1.0,159749,False
661894921,H1,generic_H1,49390,False
496211508,H1,generic_H1,7237,False
6523823,H1,generic_H1,9606,False
632946688,H1,OO_H1.8,7868,False
291228027,H1,generic_H1,10224,False
658036955,H1,generic_H1,3750,False
573941674,H1,generic_H1,4533,False
667733890,H1,ScH1,1283842,False
544469,H1,generic_H1,6551,False
585686323,H1,generic_H1,10224,False
702467348,H1,generic_H1,71139,False
629090408,H1,generic_H1,71139,False
542185653,H1,generic_H1,8128,False
13540401,H1,generic_H1,3864,False
496211510,H1,generic_H1,7237,False
53733932,H1,generic_H1,7955,False
743854551,H1,generic_H1,51953,False
658053790,H1,generic_H1,3750,False
496211500,H1,generic_H1,7237,False
13540405,H1,generic_H1,3864,False
631242836,H1,generic_H1,1286976,False
500255517,H1,generic_H1,1286976,False
762123764,H1,generic_H1,29159,False
919057483,H1,generic_H1,7574,False
728831614,H1,generic_H1,29729,False
899137036,H1,H1.0,8010,False
225716648,H1,H1.0,8010,False
742148676,H1,generic_H1,8010,False
